State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,City,Zipcode,Address,Price,Status,Listing URL
CA,3 bds,4 ba,735 sqft,8347 sqft,1999,Fresno,90922,"4072 Pine Rd, Fresno, CA 90922","$664,416",Sold,https://www.zillow.com/homedetails/46583702_zpid/
IL,4 bds,3 ba,2478 sqft,5501 sqft,1980,Los Angeles,57711,"2677 Pine Rd, Los Angeles, IL 57711","$592,454",Pending,https://www.zillow.com/homedetails/59067624_zpid/
CA,3 bds,4 ba,748 sqft,6224 sqft,2017,Sacramento,16674,"619 Pine Rd, Sacramento, CA 16674","$905,860",Pending,https://www.zillow.com/homedetails/51367016_zpid/
FL,1 bds,3 ba,2993 sqft,7553 sqft,2004,Fresno,87430,"5963 Main St, Fresno, FL 87430","$601,508",For Sale,https://www.zillow.com/homedetails/31734521_zpid/
FL,3 bds,2 ba,2457 sqft,5569 sqft,2008,San Francisco,23506,"9800 Elm St, San Francisco, FL 23506","$890,786",For Sale,https://www.zillow.com/homedetails/37058810_zpid/
TX,3 bds,3 ba,3156 sqft,9554 sqft,1963,San Diego,18919,"7908 Maple Dr, San Diego, TX 18919","$437,511",For Sale,https://www.zillow.com/homedetails/97267548_zpid/
CA,3 bds,3 ba,3599 sqft,4888 sqft,1977,Fresno,54345,"7331 Oak Ave, Fresno, CA 54345","$1,436,174",For Sale,https://www.zillow.com/homedetails/38152613_zpid/
CA,2 bds,1 ba,3633 sqft,4691 sqft,1953,San Francisco,29378,"6705 Elm St, San Francisco, CA 29378","$1,003,604",For Sale,https://www.zillow.com/homedetails/58491557_zpid/
CA,2 bds,2 ba,2153 sqft,2782 sqft,2015,San Francisco,63040,"7273 Main St, San Francisco, CA 63040","$764,241",Pending,https://www.zillow.com/homedetails/66273848_zpid/
NY,3 bds,3 ba,3978 sqft,2483 sqft,1978,Fresno,76056,"5986 Main St, Fresno, NY 76056","$121,708",For Sale,https://www.zillow.com/homedetails/88765395_zpid/
IL,4 bds,3 ba,2586 sqft,9732 sqft,1976,San Diego,60385,"4946 Pine Rd, San Diego, IL 60385","$491,796",Sold,https://www.zillow.com/homedetails/82785933_zpid/
TX,5 bds,3 ba,2223 sqft,8024 sqft,2006,Los Angeles,67231,"5823 Main St, Los Angeles, TX 67231","$107,634",Pending,https://www.zillow.com/homedetails/20867155_zpid/
IL,1 bds,4 ba,2893 sqft,9681 sqft,2013,Fresno,82044,"7655 Elm St, Fresno, IL 82044","$780,966",Sold,https://www.zillow.com/homedetails/14491930_zpid/
NY,6 bds,2 ba,623 sqft,3053 sqft,1998,San Diego,36444,"9097 Elm St, San Diego, NY 36444","$724,110",Sold,https://www.zillow.com/homedetails/64859142_zpid/
TX,1 bds,1 ba,1020 sqft,7572 sqft,2023,Fresno,86778,"171 Elm St, Fresno, TX 86778","$1,453,664",Pending,https://www.zillow.com/homedetails/96701513_zpid/
FL,2 bds,4 ba,2799 sqft,7811 sqft,1982,Sacramento,77412,"1991 Maple Dr, Sacramento, FL 77412","$655,953",For Sale,https://www.zillow.com/homedetails/17311196_zpid/
TX,5 bds,1 ba,1323 sqft,4978 sqft,1966,San Francisco,66809,"9467 Pine Rd, San Francisco, TX 66809","$837,749",For Sale,https://www.zillow.com/homedetails/14771274_zpid/
FL,4 bds,3 ba,1437 sqft,3459 sqft,1955,Sacramento,33151,"7301 Oak Ave, Sacramento, FL 33151","$498,606",Sold,https://www.zillow.com/homedetails/76950122_zpid/
IL,1 bds,1 ba,2352 sqft,3608 sqft,1978,San Diego,73609,"2449 Main St, San Diego, IL 73609","$688,959",Sold,https://www.zillow.com/homedetails/24643683_zpid/
IL,2 bds,3 ba,3736 sqft,5382 sqft,2007,San Francisco,60168,"7541 Main St, San Francisco, IL 60168","$1,005,631",Sold,https://www.zillow.com/homedetails/43124938_zpid/
FL,6 bds,2 ba,3776 sqft,8176 sqft,2018,Los Angeles,61336,"6717 Maple Dr, Los Angeles, FL 61336","$985,654",Sold,https://www.zillow.com/homedetails/18677607_zpid/
CA,6 bds,3 ba,2500 sqft,7280 sqft,2021,San Francisco,39601,"7957 Pine Rd, San Francisco, CA 39601","$1,200,264",Pending,https://www.zillow.com/homedetails/93955563_zpid/
TX,5 bds,3 ba,1213 sqft,9786 sqft,1951,Fresno,48991,"4983 Maple Dr, Fresno, TX 48991","$266,057",Pending,https://www.zillow.com/homedetails/82774212_zpid/
FL,3 bds,1 ba,2487 sqft,9439 sqft,2013,Sacramento,37559,"2780 Main St, Sacramento, FL 37559","$658,283",For Sale,https://www.zillow.com/homedetails/73082889_zpid/
CA,2 bds,2 ba,834 sqft,3839 sqft,1959,Los Angeles,38914,"8093 Maple Dr, Los Angeles, CA 38914","$980,749",Sold,https://www.zillow.com/homedetails/90092704_zpid/
TX,4 bds,1 ba,983 sqft,9401 sqft,1998,Los Angeles,77726,"4622 Elm St, Los Angeles, TX 77726","$590,836",For Sale,https://www.zillow.com/homedetails/43369843_zpid/
TX,1 bds,3 ba,2685 sqft,1181 sqft,1955,San Francisco,98081,"8494 Elm St, San Francisco, TX 98081","$1,124,902",Sold,https://www.zillow.com/homedetails/83387765_zpid/
CA,1 bds,2 ba,1984 sqft,2398 sqft,1983,San Francisco,90885,"5613 Pine Rd, San Francisco, CA 90885","$1,055,664",Sold,https://www.zillow.com/homedetails/24152838_zpid/
CA,5 bds,3 ba,2761 sqft,7538 sqft,1972,Sacramento,74884,"9472 Oak Ave, Sacramento, CA 74884","$1,228,378",Sold,https://www.zillow.com/homedetails/38902708_zpid/
FL,6 bds,3 ba,3040 sqft,4778 sqft,1987,Fresno,50573,"3708 Oak Ave, Fresno, FL 50573","$269,487",Sold,https://www.zillow.com/homedetails/13899684_zpid/
IL,6 bds,2 ba,1808 sqft,2762 sqft,2023,Fresno,83560,"9394 Oak Ave, Fresno, IL 83560","$1,080,304",Sold,https://www.zillow.com/homedetails/46780354_zpid/
IL,3 bds,4 ba,1409 sqft,6433 sqft,1959,Fresno,14760,"889 Oak Ave, Fresno, IL 14760","$526,134",Pending,https://www.zillow.com/homedetails/13059782_zpid/
CA,2 bds,2 ba,2442 sqft,9869 sqft,1994,Sacramento,48361,"4447 Maple Dr, Sacramento, CA 48361","$874,245",Pending,https://www.zillow.com/homedetails/54329571_zpid/
TX,5 bds,1 ba,2236 sqft,7873 sqft,1994,San Francisco,91508,"5433 Pine Rd, San Francisco, TX 91508","$1,417,766",Sold,https://www.zillow.com/homedetails/40898407_zpid/
CA,1 bds,2 ba,1320 sqft,8708 sqft,1956,Los Angeles,86267,"8259 Maple Dr, Los Angeles, CA 86267","$1,460,654",For Sale,https://www.zillow.com/homedetails/92112701_zpid/
FL,1 bds,4 ba,2720 sqft,1777 sqft,2003,San Diego,68218,"3893 Pine Rd, San Diego, FL 68218","$1,455,417",Sold,https://www.zillow.com/homedetails/96152925_zpid/
TX,2 bds,3 ba,2660 sqft,3105 sqft,2002,San Diego,89720,"6925 Oak Ave, San Diego, TX 89720","$1,253,458",Pending,https://www.zillow.com/homedetails/16548649_zpid/
FL,6 bds,2 ba,1087 sqft,6914 sqft,1953,Sacramento,29123,"6987 Maple Dr, Sacramento, FL 29123","$484,967",For Sale,https://www.zillow.com/homedetails/16337710_zpid/
IL,6 bds,2 ba,2824 sqft,5114 sqft,1988,Fresno,64765,"1895 Main St, Fresno, IL 64765","$1,257,749",For Sale,https://www.zillow.com/homedetails/24890645_zpid/
FL,4 bds,1 ba,3390 sqft,2425 sqft,2008,Fresno,97242,"1112 Elm St, Fresno, FL 97242","$387,069",For Sale,https://www.zillow.com/homedetails/22085644_zpid/
IL,3 bds,3 ba,1358 sqft,5525 sqft,2019,San Diego,92096,"5453 Main St, San Diego, IL 92096","$688,763",For Sale,https://www.zillow.com/homedetails/27291716_zpid/
CA,3 bds,2 ba,2168 sqft,2019 sqft,1958,San Diego,79289,"9667 Pine Rd, San Diego, CA 79289","$848,451",Sold,https://www.zillow.com/homedetails/25764648_zpid/
NY,5 bds,1 ba,740 sqft,7577 sqft,1969,Los Angeles,28489,"1357 Maple Dr, Los Angeles, NY 28489","$437,080",Pending,https://www.zillow.com/homedetails/42868913_zpid/
NY,6 bds,1 ba,1382 sqft,1046 sqft,1974,San Francisco,73849,"5507 Main St, San Francisco, NY 73849","$1,227,751",Sold,https://www.zillow.com/homedetails/49272530_zpid/
NY,3 bds,2 ba,2513 sqft,7358 sqft,1982,San Francisco,95184,"3725 Elm St, San Francisco, NY 95184","$533,645",For Sale,https://www.zillow.com/homedetails/71050907_zpid/
TX,5 bds,1 ba,3417 sqft,8797 sqft,1976,San Diego,35467,"5231 Main St, San Diego, TX 35467","$790,073",For Sale,https://www.zillow.com/homedetails/51675032_zpid/
FL,2 bds,1 ba,1825 sqft,1853 sqft,1969,Los Angeles,35889,"771 Oak Ave, Los Angeles, FL 35889","$1,283,155",For Sale,https://www.zillow.com/homedetails/80935116_zpid/
TX,4 bds,3 ba,1041 sqft,1479 sqft,2009,Fresno,34761,"8194 Maple Dr, Fresno, TX 34761","$971,258",For Sale,https://www.zillow.com/homedetails/55364361_zpid/
NY,1 bds,3 ba,1199 sqft,2333 sqft,2000,San Francisco,83659,"182 Elm St, San Francisco, NY 83659","$923,083",Sold,https://www.zillow.com/homedetails/83428880_zpid/
IL,2 bds,1 ba,1458 sqft,1047 sqft,1964,San Diego,91142,"4486 Elm St, San Diego, IL 91142","$151,810",Sold,https://www.zillow.com/homedetails/21930927_zpid/
TX,2 bds,2 ba,2995 sqft,2028 sqft,2008,Sacramento,20887,"9914 Main St, Sacramento, TX 20887","$318,897",For Sale,https://www.zillow.com/homedetails/58757029_zpid/
IL,6 bds,4 ba,1020 sqft,6331 sqft,2020,San Diego,29137,"3003 Elm St, San Diego, IL 29137","$563,082",Pending,https://www.zillow.com/homedetails/74199579_zpid/
NY,1 bds,1 ba,1371 sqft,3672 sqft,2012,Sacramento,20598,"8012 Pine Rd, Sacramento, NY 20598","$1,481,779",Pending,https://www.zillow.com/homedetails/75925613_zpid/
IL,1 bds,1 ba,968 sqft,1465 sqft,1985,Sacramento,34382,"2615 Pine Rd, Sacramento, IL 34382","$1,116,179",Sold,https://www.zillow.com/homedetails/42613447_zpid/
NY,6 bds,1 ba,1450 sqft,3222 sqft,2020,Fresno,44244,"7437 Maple Dr, Fresno, NY 44244","$1,469,707",Sold,https://www.zillow.com/homedetails/96833934_zpid/
CA,4 bds,2 ba,2079 sqft,1138 sqft,2017,Fresno,14788,"5215 Oak Ave, Fresno, CA 14788","$798,012",For Sale,https://www.zillow.com/homedetails/35799136_zpid/
TX,4 bds,1 ba,3119 sqft,6742 sqft,1969,Fresno,72173,"8842 Pine Rd, Fresno, TX 72173","$244,695",For Sale,https://www.zillow.com/homedetails/53925546_zpid/
FL,6 bds,4 ba,1560 sqft,1691 sqft,2021,Los Angeles,56574,"4083 Elm St, Los Angeles, FL 56574","$344,950",For Sale,https://www.zillow.com/homedetails/17188346_zpid/
TX,6 bds,4 ba,1179 sqft,8430 sqft,1966,San Francisco,88715,"275 Pine Rd, San Francisco, TX 88715","$433,189",Sold,https://www.zillow.com/homedetails/28292167_zpid/
FL,2 bds,1 ba,3079 sqft,5512 sqft,2004,Fresno,52199,"4169 Oak Ave, Fresno, FL 52199","$942,804",For Sale,https://www.zillow.com/homedetails/74297654_zpid/
TX,4 bds,3 ba,2079 sqft,4284 sqft,2016,Los Angeles,35944,"9410 Oak Ave, Los Angeles, TX 35944","$795,699",For Sale,https://www.zillow.com/homedetails/11540860_zpid/
NY,2 bds,3 ba,794 sqft,2136 sqft,1964,San Diego,55913,"2943 Elm St, San Diego, NY 55913","$530,184",Pending,https://www.zillow.com/homedetails/13882247_zpid/
CA,6 bds,4 ba,2801 sqft,7000 sqft,1972,Fresno,14363,"2230 Elm St, Fresno, CA 14363","$1,449,697",Pending,https://www.zillow.com/homedetails/44060636_zpid/
FL,6 bds,2 ba,1343 sqft,9534 sqft,2015,San Francisco,88144,"172 Main St, San Francisco, FL 88144","$496,223",Sold,https://www.zillow.com/homedetails/28513320_zpid/
FL,5 bds,1 ba,3265 sqft,3212 sqft,2018,Sacramento,14393,"789 Pine Rd, Sacramento, FL 14393","$142,832",For Sale,https://www.zillow.com/homedetails/38099561_zpid/
NY,1 bds,1 ba,3882 sqft,8121 sqft,1983,San Francisco,29858,"2939 Maple Dr, San Francisco, NY 29858","$526,359",For Sale,https://www.zillow.com/homedetails/60428901_zpid/
FL,3 bds,3 ba,2969 sqft,5769 sqft,1952,Sacramento,44381,"540 Pine Rd, Sacramento, FL 44381","$176,255",For Sale,https://www.zillow.com/homedetails/87275357_zpid/
CA,3 bds,3 ba,3531 sqft,5012 sqft,1956,San Diego,60005,"1863 Elm St, San Diego, CA 60005","$906,658",Sold,https://www.zillow.com/homedetails/16146059_zpid/
FL,3 bds,3 ba,1772 sqft,7124 sqft,1951,San Francisco,31365,"424 Main St, San Francisco, FL 31365","$390,894",For Sale,https://www.zillow.com/homedetails/76978458_zpid/
NY,1 bds,1 ba,3944 sqft,5783 sqft,1957,Sacramento,92999,"1970 Maple Dr, Sacramento, NY 92999","$676,318",Pending,https://www.zillow.com/homedetails/72222258_zpid/
FL,6 bds,1 ba,3862 sqft,9816 sqft,1982,San Francisco,46034,"5542 Elm St, San Francisco, FL 46034","$423,257",For Sale,https://www.zillow.com/homedetails/40273291_zpid/
IL,1 bds,1 ba,3333 sqft,5761 sqft,1966,San Diego,18529,"3897 Pine Rd, San Diego, IL 18529","$1,026,238",Pending,https://www.zillow.com/homedetails/38264524_zpid/
NY,1 bds,4 ba,710 sqft,3639 sqft,1976,San Diego,44148,"6678 Maple Dr, San Diego, NY 44148","$1,289,517",Pending,https://www.zillow.com/homedetails/86302634_zpid/
FL,2 bds,2 ba,1551 sqft,9626 sqft,2014,Los Angeles,87490,"9573 Maple Dr, Los Angeles, FL 87490","$803,057",Sold,https://www.zillow.com/homedetails/80235838_zpid/
TX,5 bds,1 ba,1035 sqft,4165 sqft,1970,Los Angeles,30384,"2534 Main St, Los Angeles, TX 30384","$785,531",For Sale,https://www.zillow.com/homedetails/97580225_zpid/
FL,4 bds,1 ba,3795 sqft,1632 sqft,1984,Sacramento,49761,"4873 Maple Dr, Sacramento, FL 49761","$320,312",Pending,https://www.zillow.com/homedetails/43592497_zpid/
CA,3 bds,3 ba,1133 sqft,9672 sqft,1994,Sacramento,91575,"4582 Elm St, Sacramento, CA 91575","$417,279",For Sale,https://www.zillow.com/homedetails/29774671_zpid/
FL,4 bds,2 ba,2063 sqft,4193 sqft,1983,San Francisco,20811,"2259 Pine Rd, San Francisco, FL 20811","$473,195",Sold,https://www.zillow.com/homedetails/43051846_zpid/
FL,3 bds,4 ba,3847 sqft,3841 sqft,2019,Fresno,32293,"9964 Main St, Fresno, FL 32293","$810,765",For Sale,https://www.zillow.com/homedetails/19340537_zpid/
TX,1 bds,3 ba,1657 sqft,6400 sqft,1950,Fresno,90863,"8381 Main St, Fresno, TX 90863","$947,510",For Sale,https://www.zillow.com/homedetails/29013943_zpid/
TX,4 bds,4 ba,1534 sqft,6971 sqft,2014,Sacramento,57079,"6881 Pine Rd, Sacramento, TX 57079","$872,311",For Sale,https://www.zillow.com/homedetails/98263750_zpid/
NY,1 bds,2 ba,1361 sqft,5247 sqft,2011,San Diego,81853,"7752 Pine Rd, San Diego, NY 81853","$1,123,484",For Sale,https://www.zillow.com/homedetails/34453209_zpid/
IL,2 bds,4 ba,646 sqft,4393 sqft,2004,Los Angeles,24663,"3596 Oak Ave, Los Angeles, IL 24663","$908,029",Sold,https://www.zillow.com/homedetails/67149887_zpid/
CA,1 bds,4 ba,3827 sqft,1256 sqft,1994,Los Angeles,88380,"3069 Elm St, Los Angeles, CA 88380","$858,758",Pending,https://www.zillow.com/homedetails/14132718_zpid/
CA,5 bds,3 ba,2989 sqft,8110 sqft,2017,San Francisco,98355,"9523 Main St, San Francisco, CA 98355","$130,430",Sold,https://www.zillow.com/homedetails/38576488_zpid/
CA,6 bds,3 ba,3121 sqft,3243 sqft,1990,Sacramento,65167,"9535 Maple Dr, Sacramento, CA 65167","$1,152,868",Pending,https://www.zillow.com/homedetails/50384488_zpid/
NY,3 bds,4 ba,3769 sqft,7943 sqft,2004,Los Angeles,38616,"4076 Elm St, Los Angeles, NY 38616","$951,210",For Sale,https://www.zillow.com/homedetails/35496582_zpid/
TX,2 bds,2 ba,1238 sqft,4966 sqft,1968,San Diego,74545,"2410 Oak Ave, San Diego, TX 74545","$799,710",Sold,https://www.zillow.com/homedetails/40592719_zpid/
FL,6 bds,3 ba,1287 sqft,8517 sqft,1990,Fresno,51510,"4048 Maple Dr, Fresno, FL 51510","$1,197,720",For Sale,https://www.zillow.com/homedetails/76610493_zpid/
CA,1 bds,2 ba,830 sqft,1630 sqft,1969,San Francisco,13718,"1410 Elm St, San Francisco, CA 13718","$1,181,226",Sold,https://www.zillow.com/homedetails/16373978_zpid/
NY,2 bds,3 ba,989 sqft,9282 sqft,2012,Sacramento,21680,"3968 Main St, Sacramento, NY 21680","$1,141,219",For Sale,https://www.zillow.com/homedetails/69141890_zpid/
IL,4 bds,1 ba,1786 sqft,1424 sqft,1983,Sacramento,78010,"5172 Elm St, Sacramento, IL 78010","$455,913",For Sale,https://www.zillow.com/homedetails/60889471_zpid/
TX,5 bds,1 ba,2534 sqft,1734 sqft,2014,Fresno,95683,"7496 Maple Dr, Fresno, TX 95683","$683,573",Sold,https://www.zillow.com/homedetails/56322849_zpid/
IL,6 bds,4 ba,1582 sqft,4037 sqft,1982,San Diego,97210,"1562 Elm St, San Diego, IL 97210","$282,695",Pending,https://www.zillow.com/homedetails/96767695_zpid/
TX,4 bds,3 ba,2284 sqft,2136 sqft,1991,Fresno,74963,"3625 Oak Ave, Fresno, TX 74963","$551,665",For Sale,https://www.zillow.com/homedetails/15573320_zpid/
TX,5 bds,2 ba,1374 sqft,1646 sqft,1984,Fresno,32550,"1509 Elm St, Fresno, TX 32550","$940,609",Sold,https://www.zillow.com/homedetails/12272072_zpid/
TX,2 bds,4 ba,3946 sqft,6859 sqft,2019,Fresno,89787,"6842 Elm St, Fresno, TX 89787","$1,359,155",Pending,https://www.zillow.com/homedetails/81920825_zpid/
FL,1 bds,3 ba,1405 sqft,5427 sqft,2006,San Francisco,50174,"1170 Elm St, San Francisco, FL 50174","$1,313,735",For Sale,https://www.zillow.com/homedetails/21631919_zpid/
CA,4 bds,1 ba,2301 sqft,8617 sqft,1981,Fresno,63203,"6557 Pine Rd, Fresno, CA 63203","$1,033,041",Pending,https://www.zillow.com/homedetails/32669865_zpid/
TX,4 bds,2 ba,1664 sqft,7656 sqft,1969,Fresno,57526,"3124 Elm St, Fresno, TX 57526","$1,419,240",Sold,https://www.zillow.com/homedetails/91418464_zpid/
IL,3 bds,2 ba,940 sqft,5885 sqft,1987,Fresno,75019,"1363 Main St, Fresno, IL 75019","$957,223",Pending,https://www.zillow.com/homedetails/35960181_zpid/
FL,3 bds,3 ba,3922 sqft,2239 sqft,2012,Fresno,97237,"9847 Maple Dr, Fresno, FL 97237","$1,120,934",Pending,https://www.zillow.com/homedetails/83941618_zpid/
CA,4 bds,2 ba,2641 sqft,3327 sqft,1958,San Diego,29109,"2147 Maple Dr, San Diego, CA 29109","$680,198",For Sale,https://www.zillow.com/homedetails/29883129_zpid/
NY,4 bds,3 ba,1974 sqft,4275 sqft,1988,San Francisco,22219,"8764 Maple Dr, San Francisco, NY 22219","$379,538",For Sale,https://www.zillow.com/homedetails/24065602_zpid/
NY,5 bds,2 ba,3312 sqft,1681 sqft,1984,Fresno,63752,"867 Pine Rd, Fresno, NY 63752","$761,390",Sold,https://www.zillow.com/homedetails/35966883_zpid/
NY,1 bds,1 ba,3125 sqft,2061 sqft,1986,San Francisco,99931,"1961 Maple Dr, San Francisco, NY 99931","$469,414",Sold,https://www.zillow.com/homedetails/88094005_zpid/
TX,1 bds,2 ba,3752 sqft,8566 sqft,1973,San Francisco,88211,"1479 Maple Dr, San Francisco, TX 88211","$853,353",Pending,https://www.zillow.com/homedetails/17797896_zpid/
FL,1 bds,2 ba,1382 sqft,2112 sqft,1981,Los Angeles,70285,"328 Oak Ave, Los Angeles, FL 70285","$1,276,290",Pending,https://www.zillow.com/homedetails/16682919_zpid/
CA,1 bds,1 ba,2322 sqft,7592 sqft,2011,Sacramento,49161,"6100 Main St, Sacramento, CA 49161","$395,657",Sold,https://www.zillow.com/homedetails/91866517_zpid/
TX,4 bds,2 ba,3140 sqft,9012 sqft,1999,Fresno,99270,"2549 Maple Dr, Fresno, TX 99270","$867,570",Sold,https://www.zillow.com/homedetails/46163368_zpid/
FL,3 bds,1 ba,2584 sqft,5196 sqft,1952,San Diego,17110,"6943 Pine Rd, San Diego, FL 17110","$1,312,306",For Sale,https://www.zillow.com/homedetails/47847201_zpid/
NY,6 bds,2 ba,1030 sqft,2017 sqft,2008,Los Angeles,52450,"3246 Oak Ave, Los Angeles, NY 52450","$772,408",For Sale,https://www.zillow.com/homedetails/53326612_zpid/
NY,6 bds,3 ba,2266 sqft,4448 sqft,1963,Sacramento,90015,"2291 Pine Rd, Sacramento, NY 90015","$221,390",Pending,https://www.zillow.com/homedetails/75084650_zpid/
FL,6 bds,1 ba,947 sqft,4928 sqft,1989,Los Angeles,77649,"7497 Oak Ave, Los Angeles, FL 77649","$380,336",For Sale,https://www.zillow.com/homedetails/87294514_zpid/
NY,3 bds,1 ba,3054 sqft,6628 sqft,1956,San Diego,47469,"2204 Pine Rd, San Diego, NY 47469","$686,236",For Sale,https://www.zillow.com/homedetails/84237792_zpid/
IL,3 bds,1 ba,2213 sqft,6162 sqft,1980,San Francisco,38263,"7296 Maple Dr, San Francisco, IL 38263","$842,483",For Sale,https://www.zillow.com/homedetails/60509729_zpid/
TX,2 bds,4 ba,810 sqft,3859 sqft,1985,San Francisco,99845,"4765 Oak Ave, San Francisco, TX 99845","$176,130",Pending,https://www.zillow.com/homedetails/16774928_zpid/
TX,2 bds,1 ba,3810 sqft,9866 sqft,1967,San Francisco,42599,"4693 Pine Rd, San Francisco, TX 42599","$1,001,401",For Sale,https://www.zillow.com/homedetails/82115235_zpid/
CA,6 bds,1 ba,3818 sqft,6476 sqft,2001,Sacramento,90056,"3919 Main St, Sacramento, CA 90056","$765,739",Sold,https://www.zillow.com/homedetails/19576157_zpid/
TX,2 bds,1 ba,3399 sqft,8678 sqft,2008,Fresno,38332,"6261 Maple Dr, Fresno, TX 38332","$562,297",Sold,https://www.zillow.com/homedetails/48780583_zpid/
FL,1 bds,3 ba,3340 sqft,9797 sqft,1986,San Diego,21488,"4745 Elm St, San Diego, FL 21488","$173,054",Pending,https://www.zillow.com/homedetails/31883861_zpid/
FL,3 bds,2 ba,2137 sqft,5945 sqft,1967,San Francisco,47349,"7157 Elm St, San Francisco, FL 47349","$836,369",Sold,https://www.zillow.com/homedetails/14702625_zpid/
IL,2 bds,2 ba,609 sqft,9127 sqft,1973,Los Angeles,73115,"8494 Pine Rd, Los Angeles, IL 73115","$1,214,653",Pending,https://www.zillow.com/homedetails/35519264_zpid/
FL,6 bds,4 ba,2139 sqft,1266 sqft,2011,Fresno,74946,"3286 Elm St, Fresno, FL 74946","$1,142,398",For Sale,https://www.zillow.com/homedetails/88252402_zpid/
FL,5 bds,2 ba,2474 sqft,3110 sqft,1989,San Diego,62025,"7828 Elm St, San Diego, FL 62025","$1,287,048",Sold,https://www.zillow.com/homedetails/77126824_zpid/
IL,2 bds,3 ba,3140 sqft,4951 sqft,1961,San Diego,25704,"8680 Pine Rd, San Diego, IL 25704","$1,140,261",Pending,https://www.zillow.com/homedetails/95727874_zpid/
TX,3 bds,2 ba,2827 sqft,3640 sqft,2007,San Francisco,88279,"6374 Pine Rd, San Francisco, TX 88279","$166,017",Pending,https://www.zillow.com/homedetails/68981134_zpid/
TX,2 bds,3 ba,2872 sqft,7449 sqft,2006,Sacramento,72578,"6369 Pine Rd, Sacramento, TX 72578","$1,175,358",Sold,https://www.zillow.com/homedetails/15355460_zpid/
FL,3 bds,1 ba,2076 sqft,3784 sqft,1968,San Diego,71044,"7552 Maple Dr, San Diego, FL 71044","$1,134,124",Pending,https://www.zillow.com/homedetails/91832949_zpid/
IL,5 bds,1 ba,3233 sqft,8192 sqft,2007,San Diego,81110,"9213 Elm St, San Diego, IL 81110","$983,337",Pending,https://www.zillow.com/homedetails/16438827_zpid/
IL,5 bds,1 ba,1549 sqft,9759 sqft,1998,San Francisco,42781,"3422 Pine Rd, San Francisco, IL 42781","$557,489",Sold,https://www.zillow.com/homedetails/83559575_zpid/
NY,1 bds,2 ba,1340 sqft,9464 sqft,1969,Sacramento,82732,"2742 Main St, Sacramento, NY 82732","$1,453,148",Sold,https://www.zillow.com/homedetails/27454985_zpid/
